	corr	pval	SNP_name
68	0.15623058931906053	0.03469051662479123	DHFR
69	0.06790361879670598	0.36106187542586043	ENTPD1
70	-0.04894520596834713	0.5105535271062807	EP300
71	0.04767480235515107	0.5216018567779677	ERAP1
72	-0.03834058899316923	0.60634518219138	ERAP2
73	-0.08891106908528666	0.23134667966105169	FAM167A
74	0.00827815555640084	0.9114423852755025	FCGR2B
75	0.0071881601949426825	0.9230642499819649	FCGR3B
76	0.2001796263786075	0.006588045408764249	FPR1
77	-0.05426732945752747	0.46562101430588854	GPLD1
78	-0.08024273318977056	0.2802277882723678	ITGB2
79	0.060864661482927025	0.41308359276750656	LYZ
80	0.028093002975076817	0.7057979300883267	OAS1
81	0.03111267907902662	0.6758726901080193	PDCD1
82	-0.09337466049345856	0.20866589138881256	TREX1
83	0.05126688689207844	0.4906805196269741	VAMP3
84	-0.010957982385599627	0.8829540230594934	VAMP8
85	-0.014551293943023931	0.8630522494045885	CCBL2
86	-0.06598596937685834	0.4336236576691214	CD209
87	-0.05555234205181576	0.5099033773002953	CTSS
88	-0.10466620830962994	0.2134771626173624	CTSW
89	0.21535793164235098	0.009792048954114	DCTN5
90	0.20186131316747943	0.015620366960366242	DHFR
91	-0.04474551001000841	0.5956625907750539	ENTPD1
92	-0.04610850359887447	0.5844960486963505	EP300
93	0.08695483846379762	0.3017630806455635	ERAP1
94	-0.11708480643218969	0.16372955833393213	ERAP2
95	-0.04382638352765958	0.6032465854748709	FAM167A
96	-0.025473855986774367	0.762653229399995	FCGR2B
97	-0.1781717231513211	0.03325511279177757	FCGR3B
98	0.3088449152332515	0.0001747245751986733	FPR1
99	-0.06438370629533538	0.4448952696245792	GPLD1
100	-0.08732103526701458	0.2997239926403433	ITGB2
101	0.016729160905745822	0.8428027109501709	LYZ
102	0.10831059784487536	0.1978746561549844	OAS1
103	-0.021393841093659098	0.7997916087316873	PDCD1
104	-0.03944615249086439	0.639963734347352	TREX1
105	0.05592953652760106	0.5070298381899344	VAMP3
106	0.08634853623939556	0.30515918216254045	VAMP8
